Phrase,Target
client requirements,0
understood development team details,0
support gather business system requirements clients,0
create system,0
requirement spec,0
uc list,0
uc detail,0
wire frame,0
ui ui design screen mockup,0
provide appropriate feedback,0
final implementation user interface,0
bridge client development team,0
work qc verify requirements system,0
degree computer science/it,0
business analysis /system,0
analysis/ product owner,0
abilities,0
strong time-management skills experience,0
complex software systems,0
microsoft access and/or sql experience,0
additional information benefits,0
salary performance review,0
times/year premium healthcare package bao,0
viet free coffee,0
everyday happy hour,0
every friday afternoon sport activities,0
monthly building,0
vietnam labor laws gifts birthday,0
mid-autumn fesstival,0
top reasons,0
benefits package,0
private health care,0
immediate family members,0
motivated technical business analysts,0
talented teams,0
unprecedented user experience,0
customer banker journey,0
technical business analyst,0
multiple squads,0
lead developers,0
delivery owners,0
senior business stakeholders,0
discovery design,0
servant-leadership approach association analysts,0
best-of-breed services,0
appropriate method,0
large amounts information,0
contribute management expectations,0
verifiable prioritized manner,0
acceptable business technology stakeholders,0
data process modeling tools,0
process mapping,0
meaningful statements,0
support delivery,0
maintenance features,0
iteration priorities,0
feature sets,0
customer feedback variety,0
different stakeholders executives,0
discuss client status project,0
team support review,0
defects,0
delivery lifecycle represent project team workshops,0
technical business analyst product owner/product manager,0
technical analysis skills,0
middle level,0
excellent english communication skills,0
strong presentation capabilities,0
experienced discovery methodologies,0
high-level focus elicitation requirement gathering,0
internal stakeholders product owners,0
solution designers,0
various aspects technology solutions,0
system integration,0
technology specialists ability,0
model terminology,0
good problem,0
focus attention detail experience waterfall,0
nice experience,0
ui/ux understanding user-centric mindset experience knowledge babok® knowledge areas,0
it/engineer,0
related areas experience banking,0
additional certification training ba,0
po,0
related area,0
pspo,0
cspo,0
cbap,0
great people,0
native english teachers,0
first nab undergoing,0
technology transformation,0
digital companies,0
appetite learn,0
elevate others,0
money,0
lot money,0
people ideas dreams,0
achieve aspirations,0
exceptional products,0
limits aspirations,0
redefine standards excellence,0
develop encouragement explore,0
excites,0
job hn,0
headcounts hcm,0
headcount job description,0
business/system analysis,0
provide consultation user departments,0
utilize technology advantage job automation and/or revenue driver,0
technology setup,0
proposal business enhancement,0
potential product development,0
advice,0
alternative solution,0
user department,0
stakeholders/key end-users,0
define detail business requirement,0
prepare,0
documents result business analysis,0
user requirement,0
business process flow,0
data store requirement,0
development systems business processes,0
prepare proposal business enhancement,0
discuss/communicate,0
key users/stakeholders,0
determine requirement data analysis,0
solid proof business/technology proposal,0
perform analysis result,0
justifiable conclusion,0
program rollout,0
assist program manager/project manager,0
new product/service,0
assistance,0
project operations,0
user use application system,0
user acceptance tes,0
appropriate marketing plan,0
profit loss analysis,0
cost control,0
-university degree,0
computer mathematics,0
related subjects,0
years business analysis experience fintech companies,0
candidates software dev/system,0
uml experience knowledge operation securities trading business advantage,0
experience identifying,0
project risks,0
pmo services functions,0
use ms project,0
general system architecture,0
basic communication,0
job mô,0
tả job,0
descriptiondigital product development support,0
enhancementthe job,0
– discuss business collect,0
users– facilitate business users,0
test plan,0
user acceptance test–,0
uat new applications,0
enhancement requests,0
objectives– prepare test documentation review development team,0
condition benefit– tax policies health insurance,0
current labor,0
competitive salary–,0
salary high bonus,0
performance.– annual assessment,0
contribution– allowance,0
fee,0
mobile fee staff kids– business trips,0
high standard–,0
card business,0
big clients,0
– university,0
1-2 years experience business analysis– experience,0
collaborative environment–,0
background preferable– knowledge system design,0
preferable.–,0
good communications,0
interpersonal skills–,0
analytical problem,0
skills– experience marketing domain,0
good spoken,0
vietnamese english bạn phải đăng,0
để ứng tuyển,0
brilliant career love business analysts engineers,0
responsible understanding client ’ business need,0
work project team members others,0
client counterparts,0
assess client ’ business needs business processes,0
conduct market research,0
document product ’ vision project ’ scope,0
document client ’ business requirements detail,0
lead requirements analysis verification,0
reviews inspections requirements documents,0
qualifications skills/experience,0
complex work,0
software development process,0
ability document business requirements,0
good ui/ux knowledge/experience,0
environment scrum master,0
additional information perks,0
relevant stakeholders business development,0
mp,0
p2p,0
drive transaction number,0
cross-functional teams business intelligence,0
lead business growth,0
strong excel,0
powerpoint skill,0
job reports,0
service delivery location,0
hcmc opportunity work liaison business users business requirements projects,0
works business partner,0
high-level requirements capture business,0
articulates documents business requirements,0
project delivery,0
walk-throughs communicate systems,0
workers,0
usability user interface,0
key inputs,0
architecture teams identifies solution interdependencies,0
customer satisfaction issues,0
various solutions,0
business demands,0
relationship business partner,0
drive satisfaction manage,0
stakeholders projects,0
university graduation field,0
information technology industry business analysis role experience life insurance domain,0
vietnamese english good teamwork skills,0
good project management skills,0
job dream,0
data-driven customer experience management,0
cxm,0
nonprofit organizations,0
value customer portfolios,0
heritage data,0
analytics forms foundation,0
unmatched skills,0
consumer insights,0
people-based marketing strategies,0
combined strength performance,0
creative media,0
merkle creates customer experiences,0
marketing results shareholder value,0
dedicated people,0
rate outpaces market,0
net revenue,0
merkle,0
part dentsu vietnam group,0
leadership brands,0
carat,0
dentsu redder,0
dentsu x,0
isobar,0
dentsumcgarrybowen,0
overview,0
effective business analyst join salesforce marketing platform team,0
practices methodologies,0
solution clients,0
key member team contribute,0
entire software development lifecycle,0
requirement specification,0
use case data,0
specific tracks solution time,0
participate analysis,0
relevant marketing platforms,0
specific functional knowledge marketing applications,0
application help,0
design implementation solution work business technology client representatives,0
functional technical requirements,0
bridge pm,0
client teams,0
design solution,0
creation execution test plans,0
requirement traceability,0
test scripts,0
test data requirements,0
defect management,0
training materials,0
job aids,0
reference guides,0
manuals,0
management project documentation,0
key decisions action items,0
technology trends innovations,0
marketing resource management,0
digital asset management,0
social media requirements,0
full lifecycle implementation experience,0
various sdlc methodologies,0
marketing applications experience salesforce marketing cloud salesforce crm bachelor,0
degree equivalent bonus points,0
relevant marketing solutions,0
high-level business requirements,0
detailed functional specs,0
requirement traceability matrixes,0
work-flow diagrams,0
use-cases ability lead team client meetings,0
ability walk stakeholders,0
solutions experience,0
agile methodology experience,0
creativity innovation,0
analysis preparing business requirements,0
traceability matrix,0
work breakdown structure,0
functional specification,0
user cases,0
use-case sequence diagrams sales process post sales,0
specific projects,0
technical functional understanding system,0
various business units,0
skills ability balance multiple priorities,0
project scope,0
self-starter leadership skills order,0
facilitate requirement-gathering sessions,0
various audiences,0
internal external clients,0
willing travel,0
% time,0
equivalent hands-on experience,0
good track record,0
medium,0
large scale project,0
complete sdlc,0
total work experience,0
experience cards/payments industry,0
either payment schemes/network,0
card management,0
payment management,0
merchant management,0
loyalty,0
chip card settlement systems,0
atm/pos,0
systematic possess,0
meet new challenges deadlines,0
affiliate marketing business analyst,0
affiliate marketing products,0
main users,0
affiliate publishers,0
internal users,0
shopee marketing/operations teams,0
product research,0
evaluate new product requests,0
experience analyze team,0
flow requests,0
local regional product teams,0
writing business requirement documents,0
issue troubleshooting,0
timeline support,0
external partners topics,0
related affiliate products requirements,0
year experience e-commerce,0
product management,0
professional proficiency english,0
ielts,0
toefl,0
toeic,0
thesis,0
lieu test scores,0
basic syntax,0
select,0
aggregate functions,0
sum,0
count,0
min,0
avg,0
conditional filters,0
subqueries,0
basic programming skills,0
high-level programming language python,0
variables,0
conditional statements,0
primary role,0
senior consultant partner client,0
clear logical business requirements specifications,0
basis upon,0
systems development,0
sr. consultants,0
excellent stakeholder management communication skills,0
supervise teams,0
direction project manager,0
objectives project,0
 train mentor consultants/bas,0
 lead discussions business users,0
current future analytical needs,0
lead meetings/workshops business users,0
capture translate,0
operational requirements,0
clear functional use cases/business,0
 facilitate client uat,0
,0
help document data process requirements,0
 analyse data relationships dependencies,0
business processes communication,0
future system requirements,0
propose new systems/functionality help,0
detailed understanding ebao ’ application perform gap analysis,0
gaps  expert ebao ’ product configuration engine analyse structure product specification product configurations,0
liaise development,0
understood  work,0
technical teams business stakeholders,0
clear business objectives system specifications design,0
development enhancement applications,0
 assist creation implementation business system test plans,0
contribute integrity,0
new systems delivery quality systems meet business requirements,0
bachelor degree insurance,0
mathematics statistics,0
relative discipline ,0
either information technology,0
documentation  sound knowledge experience general/life insurance products,0
general/life insurance products,0
insurance package ,0
advanced skills,0
analytical communication tools,0
ms excel,0
word powerpoint ,0
 quality orientation attention detail,0
job work business analyst software development team,0
saas products,0
top brands transform business,0
product prototyping,0
mock-up,0
gui design,0
documents business cases,0
user stories/pbi,0
verify team output,0
usability testing,0
validate “ ” “ ” results,0
support creation maintenance project documentation,0
glossaries,0
lesson,0
manage change requests,0
new trends,0
practices business analysis share knowledge colleagues,0
in-depth experience,0
axure rp,0
visio…,0
proficiency ms office,0
detail-oriented goal-driven person,0
experience/ knowledge,0
knowledge programming data structure,0
good knowledge business analysis,0
professional guides,0
professional ba certificate,0
iiba ecba,0
agile analysis certification,0
pba,0
large-scale web applications,0
saas web app…,0
uml uml tool,0
non-functional aspects,0
experience ecommerce,0
order processing…,0
haravan,0
one-stop saas commerce platform vietnam,0
top brands vinamilk,0
aeon,0
thefaceshop,0
l'oréal,0
juno,0
bitis ’,0
thien,0
nghĩa,0
haravan technology company,0
technology solutions members,0
coffee house,0
cầyou đất farm,0
hnoss,0
vietnam commerce solution provider,0
google launchpad accelerator program google headquarter,0
first vietnam partner business solution provider facebook messenger platform,0
agile software development teams,0
enthusiastic colleagues,0
.net core,0
attractive salary benefits package,0
great career path,0
years seniority haravan,0
quarterly performance bonus –,0
company business performance,0
personal working performance,0
yearly performance bonus –,0
annual health check-up haracare,0
premium health care,0
workshop,0
year-end party… gifts,0
precious moments,0
special vietnam holidays,0
senior life science business analyst,0
client visibility,0
vast majority stakeholders scientists,0
laboratory technicians,0
prior life sciences,0
lack thereof,0
natural scientific curiosity desire work,0
futuristic scientific projects,0
human longevity,0
close business partners,0
enterprise-grade product requirements definition,0
sr. business analyst position,0
easy-to-digest user stories,0
efficient way,0
proactive individual,0
fast-paced environment ability drive product delivery,0
early design concepts rollout,0
project specification,0
system configuration description,0
user documents,0
facilitate discussions business understand requirements,0
drive key decisions,0
resolution issues,0
options,0
potential solutions,0
technical business suitability work,0
variety end users,0
technical compatibility,0
user satisfaction work,0
project team members,0
cross-functional issues/tasks,0
full system,0
implementation life cycles,0
requirements ability work,0
agile teams business analyst,0
product owner product manager,0
understanding requirements management,0
subject matter experts ability,0
client expectations,0
main principles,0
perform links product team,0
deep dives,0
probable causes,0
pragmatic solutions,0
technical aptitude understand requirements,0
defined product team,0
software meets,0
prioritized manner,0
company products,0
industry trends,0
understanding company products,0
current future needs,0
use data process modeling tools,0
usable form translate business requirements,0
meaningful statements work,0
delivery features,0
short long-term goals,0
product growth,0
work company departments,0
analysis presentation products,0
key qualifications,0
technical business analyst product owner possess,0
solid agile scrum practices,0
excellent english writing,0
fast-growing tech company,0
adaptability willingness,0
healthy skills,0
nice bachelor,0
experience automation,0
job job description business analyst cryptopie labo,0
primary objective perform research,0
document processes,0
build business cases,0
non-technical users,0
responsible date,0
trends technologies,0
development projects,0
key success business analyst,0
help company,0
important goal,0
efficient effective way,0
monthly market trends,0
crypto,0
related sectors,0
fintech,0
reports product management business development teams,0
various industry partners exchanges,0
necessary due diligence documentations support efforts product management,0
c level team research competitions,0
industry create,0
comprehensive comparison reports,0
report efficiency team company,0
budgetary fiscal data,0
update monthly budgets,0
records,0
present past operations,0
trends costs,0
active various sns online communities,0
blockchain technologies,0
space gain,0
various relevant aspects,0
forex industry,0
protocol background details,0
years role,0
blockchain technology,0
fintech experience,0
crypto assets markets,0
familiarity crypto markets,0
equivalent n2,0
vietnamese eagerness,0
ability work pressure meet deadlines,0
potential blockchain technology,0
analyze communicate,0
present comprehensive manner,0
impeccable attention detail ability,0
high-quality reports,0
short deadline,0
mechanical keyboard,0
core time,0
sponsored participate courses,0
key member,0
bonus twice/year,0
equal 14-15 months,0
maternity allowance female employees,0
state,0
annual company trip participate,0
regular team building activities,0
contact job poster ha mi,0
qa/qc,0
hanoi job poster location hanoi,0
roadmap product development job requirements,0
analyze requirements ability,0
process flow ability create templates,0
new fields ability,0
execute test case acceptance test proficient communication,0
job work,0
pmo,0
job job description ideal candidate team player,0
results-oriented fast pace environment,0
avery dennison rbis avery dennison rbis,0
global leader apparel,0
footwear industry solutions,0
division avery dennison,0
avy,0
avery dennison rbis,0
intelligent creative sustainable solutions,0
accelerate performance,0
global retail supply chain,0
graphic tickets,0
tags labels,0
embellishments,0
consumer appeal,0
accelerate performance rfid,0
inventory loss prevention solutions,0
price management,0
global compliance,0
brand security solutions,0
global marketplace operations,0
locations,0
visit www.rbis.averydennison.com,0
avery dennison rbis factory,0
nha area,0
giuoc,0
bitexco tower,0
city center,0
bus,0
districts hcmc,0
+ allowances,0
fun mnc,0
strong leadership team,0
personal career,0
consecutive years,0
place work asia,0
award,0
role avery dennison,0
results-oriented sales excellence leader join,0
commercial sales team,0
factory general manager,0
person play,0
strategic selling,0
analytic capabilities,0
drive account management process,0
strategic financial planning efforts,0
ad hoc,0
needs review,0
subject matter expert support development processes,0
execution adoption,0
change agent,0
continuous improvement support account management process,0
successful candidate combine,0
solid understanding world-class sales processes,0
tools analytics,0
commercial sales,0
drive value revenue,0
exceptional business acumen,0
* responsibilities,0
● lead development,0
deployment processes strategies,0
global commercial sales team,0
defined region,0
● lead discovery sessions,0
uncover process opportunities,0
pains,0
align global teams,0
crm meets business,0
drive adoption crm,0
sales leadership,0
key sales,0
enablement programs,0
value-added thought partnership,0
● define manage,0
key sops,0
market planning,0
customer wiring analysis,0
pipeline management,0
forecasting,0
management data governance,0
● coordinate crm team,0
end-user training drive adoption,0
● collaborate functions,0
innovation market development,0
cpd/cpd,0
supply chain customer service,0
alignment global execution,0
develop commercial sales,0
translate data trends,0
analyses strategies action plans,0
customer-focused internal objectives,0
internal consultant,0
facilitator educator,0
understanding business analytics metrics,0
order develop,0
sales organization,0
strategic thinkers planners,0
process discipline,0
critical tools,0
deep commercial sales,0
closure,0
business nominations,0
● analyze report,0
strategic sales initiatives,0
plans,0
overall progress,0
● collaborate peers,0
deliver sales,0
curriculum,0
virtual in-person,0
measure effect business,0
● build institutional knowledge,0
prior projects initiatives,0
● create recommend sales process improvements,0
rbis global account management process,0
discover document sales organization development needs,0
● communicate,0
complex concepts,0
simple straightforward manner,0
● bachelor,0
● 5-7 years,0
related business experience,0
emphasis sales operations,0
global project management,0
financial planning,0
user adoption,0
● excellent overall business acumen,0
organizational savvy,0
expert level presentation meeting facilitation skills,0
● ability,0
various levels organization,0
in-person,0
● prior experience building,0
programs curriculum,0
● ability manage,0
high quality work,0
significant deadline pressure,0
● proficiency,0
comprehensive insightful presentations,0
● experience data visualization tools,0
● excellent project process management,0
lean sigma background,0
● extensive experience,0
expert microsoft office products,0
excel powerpoint google drive equivalents,0
strong record achievement,0
solid analytical skills,0
entrepreneurial hands-on approach work,0
● previous sales,0
sales operations sales management experience,0
● excellent people skills,0
inter-departmental international stakeholders,0
• ability travel,0
contact job poster minh minh,0
employer branding,0
eb,0
avery dennison job poster location ho chi,0
key accountabilities research analysis,0
gather market,0
identify report trends,0
recommend solutions,0
identify costs business savings,0
suggest modifications improvements,0
simplify requirements,0
advisory relevant industries,0
business management relevant,0
certification institute business analysis,0
intermediate,0
ms excel skills,0
operating environment,0
international jsc information technology,0
software platform development company,0
headquarter hanoi,0
fin-tech platform development,0
travellers/tourism platform development,0
agriculture technology platform development serve needs expansion development,0
valuable services,0
new project,0
young enthusiastic environment,0
new project beginning,0
advanced services,0
job description work dev team,0
new product analyst business process system,0
give solutions requirements customer,0
write document types,0
user requirement specification,0
functional specification use,0
tool design mockup/wireframe application,0
uat support,0
flow chart data model,0
strong background business,0
finance/business,0
experiences information technology,0
attention details ability influence stakeholders,0
sql data,0
kpi performance,0
sick days,0
performance contribution sport club,0
ping-pong club,0
soccer club ..,0
welcome candidate ha noi ho chi minh,0
t6,0
kpi | hr manager | assistant pmo| job poster location ho chi,0
great teams,0
ambitious people share,0
arrangement,0
hybrid job description bachelor degree,0
computer science business information system,0
knowledge-base fluent english able communicate,0
year analyzing requirements,0
basic knowledge database database schema,0
simple sql query knowledge,0
interpersonal skill proactive,0
onsite insurance business domain knowledge,0
every career manulife/john hancock,0
career forward,0
john hancock manulife john hancock unit,0
manulife financial corporation,0
international financial services group,0
lives,0
john hancock,0
manulife,0
financial advice,0
insurance wealth asset management solutions individuals,0
groups institutions,0
assets management administration manulife subsidiaries,0
june,0
financial corporation trades,0
tsx,0
pse,0
sehk,0
life insurers,0
americans,0
life insurance,0
annuities,0
k,0
education savings plans,0
additional information john hancock,0
johnhancock.com,0
equal opportunity employer manulife /john hancock,0
embrace diversity,0
strive attract,0
retain workforce diverse customers,0
foster inclusive work environment,0
strength cultures individuals,0
fair recruitment,0
advancement compensation,0
administer practices programs,0
discrimination basis race,0
place origin,0
religious beliefs,0
creed,0
pregnancy-related conditions,0
genetic characteristics,0
family status,0
ground,0
barriers,0
equal access employment,0
representative work applicants,0
reasonable accommodation application process,0
accommodation request process,0
used manner,0
consistent applicable laws,0
hancock policies,0
contact recruitment @ manulife.com,0
hybrid job description business analyst,0
understood specified manner,0
enable full understanding development team,0
specific project,0
related items project manager authority matters,0
workflow product client requirement,0
detail gather business system requirements client,0
ideas create business requirement spec,0
srs,0
system requirement spec,0
user story detail acceptance criteria,0
team assist pm project scope,0
estimation planning assist pm requirement sign process project change requests,0
bridge client,0
cr implementation,0
bid manager,0
pre-sales support activities,0
phase,0
analyze reverse engineer,0
describe requirement specifications understood project team requirements,0
summary business analyst,0
user requirements system development,0
daily business,0
vendor/it production issues system enhancements job description collect,0
clarify user requirements,0
department ’,0
write discuss users,0
business requirement specification,0
user acceptance test coordinate vendor,0
local implementation,0
system delivery,0
vendor/it production issues enhancements,0
perform responsibilities duties,0
line manager order meet,0
design database,0
write sql language,0
build report,0
cao đẳng,0
major purpose business analyst work,0
change plan,0
future line goals,0
internal departments,0
external parties,0
'translator,0
necessary convey information technology support organisation,0
requirement client,0
business cases,0
support creation maintenance project documentation work,0
user satisfaction,0
documentation support work,0
report findings,0
present stakeholders,0
necessary qualification experience,0
technology specialists,0
knowledge booking,0
crm platform,0
use data process modelling tools,0
agile methodology,0
first-class products,0
big international customers,0
clear professional process,0
top tools,0
lucidchart,0
figma,0
extensive training,0
senior members,0
brilliant career love passionate,0
business analysts engineers,0
relevant domain knowledge document product ’ vision project ’ scope document client ’ business requirements detail,0
define quality attributes,0
clarified qualifications,0
complex work knowledge software development process,0
technologies experience,0
personal qualities,0
team-oriented thorough,0
creative additional information perks,0
highly-motivated individual genuine interest technology passion,0
cutting-edge products,0
perfect job,0
associate product manager work dream team environment order deliver,0
software solutions,0
industry-leading products,0
* gather,0
analyze create,0
high-level requirements,0
* participate product,0
interface mock-up,0
gui creation,0
environment *,0
market trends,0
competitor analysis * share business value development team understand intent,0
* work product owner,0
define product roadmap vision * prioritize features,0
strategic goals initiatives,0
sure delivery product,0
releases,0
complete release,0
bring product market,0
different functions,0
determine ideas,0
push product strategy,0
feedback requests,0
integrated product planning development,0
knowledge skills,0
year experience product owner business analyst * possess agile scrum practices,0
good presentation stakeholder management *,0
english aptitude learn,0
familiar requirement specification technique,0
* possess great knowledge requirement elicitation/management,0
communication skills /nice,0
/ * knowledge mobile technology * experience mobile app projects,0
kms *,0
* performance appraisals,0
asia *,0
last updated resume * *,0
conversations,0
job a. background,0
principal duties,0
technology department sps,0
delivers maintains software projects area document processing,0
sps,0
vietnam sps affiliates,0
process millions documents,0
year end customers,0
various industries,0
consumer,0
part itba team,0
main duty gather business requirements,0
affiliates,0
maximize business value,0
work developers,0
effort,0
transfer requirements developers,0
b. responsibilities,0
process side,0
• gathering business requirements,0
requirements goal,0
estimates colleagues,0
requirements developers testers,0
good requirements foundation success,0
every project,0
scope/requirements,0
received business,0
aligned/agreed stakeholders,0
scope creep,0
order increase business benefit,0
complexity effort implement maintain software,0
quality timeline expectations,0
• pass requirements,0
purpose,0
propose discuss improvements,0
• contact point,0
internal teams customers,0
issues/ misunderstandings,0
lead explain,0
demo sessions,0
support handover meetings software,0
• university degree information technology business administration,0
1-year relevant work experience business analyst,0
strong knowledge business analysis methodologies tools,0
• experience agile software development jira,0
• ability create,0
systematic consistent requirements specifications,0
technical user-friendly language,0
able transfer,0
strong logical thinker,0
point view,0
over-complicated solutions,0
ba visualization tools,0
soft-skills,0
strong english overall communication skills,0
trust customers team,0
focus quality,0
• ambition grow develop,0
afraid fail,0
able withstand pressure,0
due date/ delivery document estimation,0
contact job poster vu hien,0
talent acquisition executive,0
swiss post solutions,0
global services manager,0
ba leader,0
cloud engineer,0
client relationship manager job poster location ho chi,0
job slash,0
fintech/ecommerce product,0
drive core features products,0
enable success customers,0
slash ’,0
strategic transformation software product organization,0
collaborate engineers,0
teams delivery product,0
plan updates,0
ready overall system launch,0
responsible product planning execution,0
product life cycle,0
product supports company,0
overall strategy goals,0
product wireframe,0
functional workflow,0
close cooperation,0
relevant data conduct business analysis,0
manage product trackers,0
timelines,0
lead cross-functional groups deliver project objectives,0
launch new products features,0
test performance,0
measure features,0
• communicate cross-functional teams,0
work go-to-market stakeholders,0
launch features,0
• identify user,0
market dynamics,0
inform strategic direction,0
external third parties,0
opportunities • expert respect competition • develop core,0
• perform product demos customers,0
work business figure,0
meet revenue profitability goals • act leader ownership,0
company requirements,0
relevant business analysis,0
software product management experience,0
fintech ecommerce field •,0
direct experience,0
time market,0
qualitative quantitative absent data,0
excellent products,0
• excellent teamwork skills,0
several experiments product development •,0
ability influence,0
formal authority •,0
sample,0
effective document,0
past contact job poster,0
hong anh,0
people operations manager job poster location,0
direct reports success,0
//www.getslash.vn – entity oriente,0
fintech product,0
key duties,0
position oversees,0
dfr / pricing control,0
rgm,0
evaluate revenue,0
monthly basis,0
cycle,0
actual performance vs forecast comparisons,0
bp,0
highlight drivers opportunity areas,0
chart execution plan,0
% dfr reduction year year,0
promotion plan,0
channel,0
distributors,0
wholesalers,0
prepare post-evaluation,0
big promotions,0
recommend actions improvements,0
right targets,0
daily reports,0
facilitate performance evaluation,0
position charge value chain development,0
value chain,0
new innovations,0
ownership value chain discussions alignments system finance meeting,0
monthly management reports,0
monthly big performance review,0
finance slides,0
monthly rcm business review,0
/ p,0
l slides,0
ad-hoc requirements,0
/ line manager,0
new projects/initiatives,0
timely evaluation cts comparisons,0
evaluate distributors,0
doi holdings,0
outline corrective measures,0
co-ordinate commercial team,0
distributor performance profitability,0
hcm,0
hn,0
university/bachelor,0
professional qualification finance/ accounting,0
experienced finance/ accounting,0
direct exposure,0
commercial finance/ fmcg industry,0
experience finance partnering,0
understanding system,0
margin minder,0
organise workshops interviews users,0
align front-end user,0
help prioritise business requirements development cycle document learnings,0
uat change management initiatives,0
deep knowledge experience core banking platforms,0
card,0
fraud management,0
contact job poster le,0
talent acquisition manager galaxy finx job poster location,0
tps software,0
various projects,0
ict services clients,0
… business analyst,0
process planning,0
quality project,0
approach projects customer centric mindset,0
define manage business analysis,0
designing practices,0
ba team,0
concept,0
spec,0
uat launching,0
design concept prepare demonstrate proposals customers,0
represent project team workshops,0
train technical business analysts,0
technical business analysts,0
bachelor ’ degree information technology,0
majors,0
4-years experiences business analyst product owner,0
experience end-to-end project delivery,0
uat change management initiatives experience writing use cases,0
proactive learner,0
willing enhance knowledge,0
quarterly salary review adjustment,0
yearly performance review promotion,0
up-to-date technologies opportunities,0
korea…,0
inpatient vnd,0
outpatient vnd,0
dental treatment vnd,0
quarterly out-door activities sports clubs,0
beverages opportunities promotions,0
great chance develop skills competences,0
days/week,0
saturday sunday,0
product management members,0
subscribers,0
high customer satisfaction,0
incremental changes,0
essential operations,0
whereas,0
performance drives,0
passionate associate product manager,0
product management team engineering department,0
organization design,0
end-to-end revolutionary scenarios,0
analyze create high-level requirements,0
environment analyze market,0
perform competitor analysis share business value development team understand intent,0
release,0
product work,0
assigned product managers,0
define product roadmap vision prioritize features,0
sucess,0
product owner business analyst roles,0
scrum practices,0
good presentation stakeholder management,0
english aptitude,0
familiar requirement specification techniques,0
possess great knowledge requirement elicitation/management,0
nice experience automation,0
related technical discipline software industry domain expertise,0
complex technical problems benefits katalon,0
self-starting,0
same-day result,0
waiting days,0
kms feedback,0
interview day * * *,0
apr,0
product work product owner,0
qualifications knowledge skills,0
year experience product owner business analyst possess,0
technology experience,0
mobile app projects,0
last updated resume start,0
opportunity agoda,0
mssql instances,0
data centers,0
nines,0
affiliate,0
employee users,0
big scale fast,0
safe database ci/cd pipeline,0
engineers department,0
new 50-100 store procedures,0
deployment production,0
dba,0
big challenge,0
provide,0
practice sql administration,0
setup,0
high availability performance,0
proactive monitoring,0
detect unusual behavior production database,0
visibility i.e,0
high query resource usage,0
unusual database traffic,0
database server capacity,0
coordinate engineering team optimize,0
big incident research implement automation tool help,0
human time,0
daily basis i.e,0
upgrade tool,0
database deployment tool,0
re-architect agoda production database support business growth coordinate infrastructure team,0
unplanned maintenance,0
oltp transactional ms sql server administration,0
good knowledge sql query,0
optimizer execution plan,0
ha,0
disaster recovery,0
dr,0
up-to-date knowledge data protection act,0
verbal communication,0
different activities teams,0
able attend on-call rotation,0
great storage,0
os,0
network principle mcsa,0
mcse,0
and/or mvp certifications,0
manage tera,0
algorithms require,0
up-to-date feature data user events,0
tech match challenge,0
employ cassandra,0
scylladb,0
aerospike,0
couchbase,0
cockroachdb others,0
right job description,0
passionate engineers,0
understanding technology bit,0
know automate operation,0
servers time,0
important –,0
understanding os disk controller,0
different runtime implications,0
bells whistles,0
engine offer,0
big incident,0
database solutions,0
applications operations staff application developers,0
integrity security database,0
database issue performance,0
match,0
hands-on database administrator experience,0
solid production experiences,0
high transactional ”,0
oltp ms sql,0
server administration mid-level expert,0
willing learn new data engine technology cassandra,0
able work pressure deadlines,0
good interpersonal communication skills,0
ignite automate deployment,0
puppet,0
ansible development automate operation tasks script,0
python consul,0
belarus,0
buenoaires,0
santiago equal opportunity employer agoda,0
uptime serve customers,0
senior dba,0
practice,0
t-sql query performance,0
sure query performance,0
work ci/cd engineering team create,0
excellent database performance checks performance tests,0
deploy production mentor performance,0
able give advice,0
practices technique development,0
dba team,0
oltp ms sql server administration,0
t-sql query,0
optimizer,0
execution plan,0
guidance services businesses,0
many brands portfolio,0
expertise sector operate,0
single mission,0
achieving businesses,0
’ ambitions,0
generate opportunities,0
vast talent community encourage team members,0
make difference,0
different nationalities,0
responsibilities database administrator,0
part group operations department,0
responsible group database systems,0
work team migration on-premises data center,0
infrastructure-as-code key actor,0
adopt cloud,0
services dbaas,0
instance goal,0
applications performances,0
knowledge experiences,0
design database architecture,0
define security policies,0
manage group database infrastructure services,0
performance baseline,0
database system efficiency,0
practice coach teams,0
relative topics,0
migrate group infrastructure,0
services deploy,0
new database servers,0
instances,0
terraform administrate database system,0
fine-tune database sql performance,0
ms sql server,0
implement monitoring system,0
grafana,0
prometheus,0
zabbix elk enhance,0
bi packages/services,0
optimization resolve incidents,0
problem resolutions,0
prepare group level,0
drp solution group ’ erp system,0
ideal candidate bachelor ’ degree engineering schools computer science,0
related technical disciplines,0
equivalent,0
related positions,0
strong skills,0
microsoft sql servers,0
solid knowledge sql,0
eco-services,0
ssas,0
ssrs,0
ssdt…,0
knowledge experience database models,0
solid knowledge ms,0
server eco-services,0
windows,0
wsus,0
active directory…,0
previous experience monitoring stack,0
timeseries,0
specialized elk,0
zabbix,0
infrastructure code experience,0
ansible terraform,0
preferable position,0
adaptability,0
multicultural environment,0
career path,0
soft skill trainings,0
interpersonal communication,0
project management team lunch,0
after-work successes celebrations ability support,0
non-profit organizations opportunity,0
contact location,0
block a2,0
viettel building,0
cach mang thang tam,0
district,0
hcmc mantu,0
proud equal opportunity workplace,0
workforce,0
inclusive working environment,0
welcome applications,0
ethnicity,0
job knowledge/skills/competencies,0
software development system administration,0
data/report developer,0
database administrator,0
knowledge data processing technology,0
data operation management,0
data/information security,0
